#,접수번호,접수일자,검체유형,시설명,시료명,의뢰기관,의뢰자,대표자,진행상황,부적합항목수,부적합항목,제조번호,제조일자,유통기한,확인일,의뢰구분,성적서용도,검사목적,검사결과,공문번호,공문의뢰일,문서시행번호,문서시행일,최종승인일,담당팀,담당자,채취방법,채취확인자,업체명,업종,배출시설,의뢰주소,전화번호,이동전화,이메일,채취일자,채취장소,처리기간,처리일,수수료,항목수
,2792400198-02,2024-07-15,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-029,양주시,양주시장,,결과승인완료,0,,,,,2024-07-18,관원,,,적합,기후에너지과-23111,2024-07-16,경기도보건환경연구원북부지원-10609,2024-07-18,2024-07-18,대기환경팀(B),위효빈,,,,,도장시설(9m2),경기도 양주시 부흥로 1533,,,,2024-07-15,배출구,0,,0,2
,2792400198-03,2024-07-15,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-030,양주시,양주시장,,결과승인완료,0,,,,,2024-07-18,관원,,,적합,기후에너지과-23111,2024-07-16,경기도보건환경연구원북부지원-10609,2024-07-18,2024-07-18,대기환경팀(B),위효빈,,,,,"반응,저장,용해,농축시설",경기도 양주시 부흥로 1533,,,,2024-07-15,배출구,0,,0,2
,2792400199-01,2024-07-15,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-031,양주시,양주시장,,결과승인완료,0,,,,,2024-07-22,관원,,,적합,기후에너지과-23358,2024-07-18,경기도보건환경연구원북부지원-10759,2024-07-22,2024-07-22,대기환경팀(B),위효빈,,,,,연마시설(100HP*1기),경기도 양주시 부흥로 1533,,,,2024-07-15,배출구 측정공,0,,0,2
,2792400199-02,2024-07-15,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-032,양주시,양주시장,,결과승인완료,0,,,,,2024-07-22,관원,,,적합,기후에너지과-23358,2024-07-18,경기도보건환경연구원북부지원-10759,2024-07-22,2024-07-22,대기환경팀(B),위효빈,,,,,분쇄(100HP*2기) 외 9기,경기도 양주시 부흥로 1533,,,,2024-07-15,배출구 측정공,0,,0,2
,2792400200-01,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),다산역 대합실,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 남양주시 다산중앙로123번길 22-80 (다산동) 다산역 대합실,0,,0,1
,2792400200-02,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),다산역 승강장,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 남양주시 다산중앙로123번길 22-80 (다산동) 다산역 승강장,0,,0,1
,2792400200-03,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),별내역 대합실,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 남양주시 경춘북로 375 (별내동) 별내역 대합실,0,,0,1
,2792400200-04,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),별내역 승강장,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 남양주시 경춘북로 375 (별내동) 별내역 승강장,0,,0,1
,2792400200-05,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),장자호수공원역 대합실,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 구리시 수택동 878 장자호수공원역 대합실,0,,0,1
,2792400200-06,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),장자호수공원역 승강장,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 구리시 수택동 878 장자호수공원역 승강장,0,,0,1
,2792400200-07,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),구리역 대합실,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 구리시 인창동 674-1 구리역 대합실,0,,0,1
,2792400200-08,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),구리역 승강장,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 구리시 인창동 674-1 구리역 승강장,0,,0,1
,2792400200-09,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),동구릉역 대합실,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 구리시 인창동 678-7 동구릉역 대합실,0,,0,1
,2792400200-10,2024-07-16,실내공기질/실내공기질/다중이용시설,별내선(8호선),동구릉역 승강장,경기도,철도건설과장,,결과승인완료,0,,,,,2024-07-24,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-10911,2024-07-24,2024-07-24,대기환경팀(B),위효빈,,,,,지하철,경기 의정부시 청사로 1 (신곡동) 경기도청 북부청사,,,,2024-07-16,경기 구리시 인창동 678-7 동구릉역 승강장,0,,0,1
,2792400201-01,2024-07-10,대기및악취/지도점검/대 기,,15-7-5,포천시,포천시장,,결과승인완료,0,,,,,2024-07-23,관원,,,적합,환경지도과-1726,2024-07-22,경기도보건환경연구원북부지원-10829,2024-07-23,2024-07-23,대기환경팀(B),김찬혁,,,,,제재시설,경기도 포천시 중앙로 87,,,,2024-07-09,,20,2024-08-06,0,2
,2792400201-02,2024-07-10,대기및악취/지도점검/대 기,,15-7-6,포천시,포천시장,,결과승인완료,0,,,,,2024-07-23,관원,,,적합,환경지도과-1726,2024-07-22,경기도보건환경연구원북부지원-10829,2024-07-23,2024-07-23,대기환경팀(B),김찬혁,,,,,성형시설,경기도 포천시 중앙로 87,,,,2024-07-10,,20,2024-08-06,0,2
,2792400201-03,2024-07-11,대기및악취/지도점검/대 기,,15-7-7,포천시,포천시장,,결과승인완료,0,,,,,2024-07-23,관원,,,적합,환경지도과-1726,2024-07-22,경기도보건환경연구원북부지원-10829,2024-07-23,2024-07-23,대기환경팀(B),김찬혁,,,,,제재시설,경기도 포천시 중앙로 87,,,,2024-07-11,,20,2024-08-07,0,2
,2792400202-01,2024-07-18,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-033,양주시,양주시장,,결과승인완료,0,,,,,2024-07-25,관원,,,적합,기후에너지과-24081,2024-07-24,경기도보건환경연구원북부지원-11033,2024-07-25,2024-07-25,대기환경팀(B),위효빈,,,,,도장및건조시설(76m3),경기도 양주시 부흥로 1533,,,,2024-07-18,배출구 측정공,0,,0,2
,2792400202-02,2024-07-18,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-034,양주시,양주시장,,결과승인완료,0,,,,,2024-07-25,관원,,,적합,기후에너지과-24081,2024-07-24,경기도보건환경연구원북부지원-11033,2024-07-25,2024-07-25,대기환경팀(B),위효빈,,,,,도장및건조시설(113.2m3),경기도 양주시 부흥로 1533,,,,2024-07-18,배출구 측정공,0,,0,2
,2792400202-03,2024-07-22,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-035,양주시,양주시장,,결과승인완료,0,,,,,2024-07-25,관원,,,적합,기후에너지과-24081,2024-07-24,경기도보건환경연구원북부지원-11033,2024-07-25,2024-07-25,대기환경팀(B),위효빈,,,,,도장및건조시설,경기도 양주시 부흥로 1533,,,,2024-07-22,배출구 측정공,0,,0,2
,2792400202-04,2024-07-23,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-036,양주시,양주시장,,결과승인완료,0,,,,,2024-07-25,관원,,,적합,기후에너지과-24081,2024-07-24,경기도보건환경연구원북부지원-11033,2024-07-25,2024-07-25,대기환경팀(B),위효빈,,,,,도장및건조시설,경기도 양주시 부흥로 1533,,,,2024-07-23,배출구 측정공,0,,0,2
,2792400202-05,2024-07-23,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-037,양주시,양주시장,,결과승인완료,0,,,,,2024-07-25,관원,,,적합,기후에너지과-24081,2024-07-24,경기도보건환경연구원북부지원-11033,2024-07-25,2024-07-25,대기환경팀(B),위효빈,,,,,도장및건조시설,경기도 양주시 부흥로 1533,,,,2024-07-23,배출구 측정공,0,,0,2
,2792400202-06,2024-07-23,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-038,양주시,양주시장,,결과승인완료,0,,,,,2024-07-25,관원,,,적합,기후에너지과-24081,2024-07-24,경기도보건환경연구원북부지원-11033,2024-07-25,2024-07-25,대기환경팀(B),위효빈,,,,,도장및건조시설(4.34m3),경기도 양주시 부흥로 1533,,,,2024-07-23,배출구 측정공,0,,0,2
,2792400203-01,2024-07-19,대기및악취/지도점검/대 기,남양주시 대기배출사업장,8-7(1)-2,남양주시,남양주시장,,결과승인완료,0,,,,,2024-07-25,관원,,,적합,기후에너지과-34173,2024-07-23,경기도보건환경연구원북부지원-11032,2024-07-25,2024-07-25,대기환경팀(B),위효빈,,,,,도장시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-19,배출구 측정공,0,,0,2
,2792400203-02,2024-07-19,대기및악취/지도점검/대 기,남양주시 대기배출사업장,8-7(1)-3,남양주시,남양주시장,,결과승인완료,0,,,,,2024-07-25,관원,,,적합,기후에너지과-34173,2024-07-23,경기도보건환경연구원북부지원-11032,2024-07-25,2024-07-25,대기환경팀(B),위효빈,,,,,용융시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-19,배출구 측정공,0,,0,2
,2792400204-01,2024-07-23,실내공기질/실내공기질/나,수진사자비원,1층 접수대,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-02,관원,,,적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-11471,2024-08-02,2024-08-02,대기환경팀(B),위효빈,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-23,경기 남양주시 천마산로 109-30 (호평동) 수진사 자비원,10,2024-08-05,0,5
,2792400204-02,2024-07-23,실내공기질/실내공기질/나,수진사자비원,2층 접수대,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-02,관원,,,적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-11471,2024-08-02,2024-08-02,대기환경팀(B),위효빈,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-23,경기 남양주시 천마산로 109-30 (호평동) 수진사 자비원,10,2024-08-05,0,5
,2792400205-01,2024-07-23,실내공기질/실내공기질/나,필립요양병원,4층 접수대,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-02,관원,,,적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-11471,2024-08-02,2024-08-02,대기환경팀(B),위효빈,,,,,의료기관,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-23,경기 남양주시 경춘로1308번길 2 (평내동) 필립요양병원,10,2024-08-05,0,5
,2792400205-02,2024-07-23,실내공기질/실내공기질/나,필립요양병원,7층 접수대,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-02,관원,,,적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-11471,2024-08-02,2024-08-02,대기환경팀(B),위효빈,,,,,의료기관,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-23,경기 남양주시 경춘로1308번길 2 (평내동) 필립요양병원,10,2024-08-05,0,5
,2792400206-01,2024-07-24,대기및악취/지도점검/대 기,,환경관리5-23,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-07-26,관원,,,적합,기후환경관리과-21831,2024-07-25,경기도보건환경연구원북부지원-11102,2024-07-26,2024-07-26,대기환경팀(B),김찬혁,,,,,"분쇄,건조시설",경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-07-24,,20,2024-08-21,0,2
,2792400207-01,2024-07-25,대기및악취/지도점검/대 기,,환경관리5-24,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-07-26,관원,,,적합,기후환경관리과-21867,2024-07-25,경기도보건환경연구원북부지원-11100,2024-07-26,2024-07-26,대기환경팀(B),김찬혁,,,,,"도가니로, 반사로",경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-07-25,,20,2024-08-22,0,2
,2792400208-01,2024-07-25,대기및악취/기본부과금/대 기,태호,태호,동두천시,동두천시장,,결과승인완료,0,,,,,2024-07-26,관원,,,적합,환경보호과-34889,2024-07-24,경기도보건환경연구원북부지원-11123,2024-07-26,2024-07-26,대기환경팀(B),김재광,,,,,폐기물소각시설(195kg/hr),경기도 동두천시 방죽로 23,,,,2024-07-25,경기 동두천시 봉동로 270 (하봉암동) 태호,3,2024-07-29,0,1
,2792400209-01,2024-07-24,실내공기질/연구/실내공기질,별내역,별내역 집수정,경기도,,,결과승인완료,0,,,,,2024-07-26,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-11136,2024-07-26,2024-07-26,대기환경팀(B),조의호,,,,,지하역사,경기 의정부시 청사로 1 (신곡동),,,,2024-07-22,경기 구리시 건원대로34번길 32-29 (인창동),5,2024-07-30,0,1
,2792400210-01,2024-07-24,실내공기질/연구/실내공기질,구리역,구리역 집수정,경기도,,,결과승인완료,0,,,,,2024-07-26,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-11136,2024-07-26,2024-07-26,대기환경팀(B),조의호,,,,,지하역사,경기 의정부시 청사로 1 (신곡동),,,,2024-07-22,경기 남양주시 경춘북로 375 (별내동),5,2024-07-30,0,1
,2792400210-02,2024-07-24,실내공기질/연구/실내공기질,구리역,구리역 환승통로,경기도,,,결과승인완료,0,,,,,2024-07-26,관원,,,상기실험확인함,철도건설과-9093,2024-07-03,경기도보건환경연구원북부지원-11136,2024-07-26,2024-07-26,대기환경팀(B),조의호,,,,,지하역사,경기 의정부시 청사로 1 (신곡동),,,,2024-07-22,경기 남양주시 경춘북로 375 (별내동),5,2024-07-30,0,1
,2792400211-01,2024-07-25,대기및악취/지도점검/대 기,주식회사 주강금속,주식회사 주강금속,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-08-05,관원,,,적합,기후환경관리과-21729,2024-07-23,경기도보건환경연구원북부지원-11567,2024-08-05,2024-08-05,대기환경팀(B),김재광,,,,,"도가니로, 반사로",경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-07-25,경기 연천군 백학면 통구리 1063-8 주식회사 주강금속,9,2024-08-06,0,7
,2792400212-01,2024-07-18,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-039,양주시,양주시장,,결과승인완료,0,,,,,2024-07-30,관원,,,적합,기후에너지과-24486,2024-07-26,경기도보건환경연구원북부지원-11283,2024-07-30,2024-07-30,대기환경팀(B),위효빈,,,,,다림질(텐타)시설(186m3),경기도 양주시 부흥로 1533,,,,2024-07-18,배출구 측정공,0,,0,2
,2792400213-01,2024-07-24,대기및악취/지도점검/대 기,남양주시 대기배출사업장,8-7(1)-4,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-01,관원,,,적합,기후에너지과-35139,2024-07-29,경기도보건환경연구원북부지원-11441,2024-08-01,2024-08-01,대기환경팀(B),위효빈,,,,,도장(건조)시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-06-24,배출구 측정공,0,,0,2
,2792400213-02,2024-07-24,대기및악취/지도점검/대 기,남양주시 대기배출사업장,8-7(1)-5,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-01,관원,,,적합,기후에너지과-35139,2024-07-29,경기도보건환경연구원북부지원-11441,2024-08-01,2024-08-01,대기환경팀(B),위효빈,,,,,제재시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-24,배출구 측정공,0,,0,2
,2792400214-01,2024-07-25,대기및악취/지도점검/대 기,남양주시 대기배출사업장,8-7(1)-6,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-01,관원,,,적합,기후에너지과-35738,2024-07-31,경기도보건환경연구원북부지원-11441,2024-08-01,2024-08-01,대기환경팀(B),위효빈,,,,,탈청시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-25,배출구 측정공,0,,0,2
,2792400214-02,2024-07-25,대기및악취/지도점검/대 기,남양주시 대기배출사업장,8-7(1)-7,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-01,관원,,,적합,기후에너지과-35738,2024-07-31,경기도보건환경연구원북부지원-11441,2024-08-01,2024-08-01,대기환경팀(B),위효빈,,,,,도장(건조)시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-25,배출구 측정공,0,,0,2
,2792400214-03,2024-07-25,대기및악취/지도점검/대 기,남양주시 대기배출사업장,8-7(1)-8,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-01,관원,,,적합,기후에너지과-35738,2024-07-31,경기도보건환경연구원북부지원-11441,2024-08-01,2024-08-01,대기환경팀(B),위효빈,,,,,건조시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-25,배출구 측정공,0,,0,2
,2792400214-04,2024-07-25,대기및악취/지도점검/대 기,남양주시 대기배출사업장,8-7(1)-9,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-01,관원,,,적합,기후에너지과-35738,2024-07-31,경기도보건환경연구원북부지원-11441,2024-08-01,2024-08-01,대기환경팀(B),위효빈,,,,,도장시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-25,배출구 측정공,0,,0,2
,2792400214-05,2024-07-25,대기및악취/지도점검/대 기,남양주시 대기배출사업장,8-7(1)-10,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-01,관원,,,적합,기후에너지과-35738,2024-07-31,경기도보건환경연구원북부지원-11441,2024-08-01,2024-08-01,대기환경팀(B),위효빈,,,,,연마시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-25,배출구 측정공,0,,0,2
,2792400215-01,2024-07-26,대기및악취/지도점검/대 기,양주시 대기배출사업장,10-24-040,양주시,양주시장,,결과승인완료,0,,,,,2024-08-01,관원,,,적합,기후에너지과-24887,2024-07-31,경기도보건환경연구원북부지원-11442,2024-08-01,2024-08-01,대기환경팀(B),위효빈,,,,,건조시설(15톤),경기도 양주시 부흥로 1533,,,,2024-07-26,배출구 측정공,0,,0,2
,2792400216-01,2024-07-29,실내공기질/실내공기질/기존공동주택,장자호수공원역,장자호수공원역 집수정,경기도,경기도 철도건설과,,결과승인완료,0,,,,,2024-08-02,관원,,,상기실험확인함,철도건설과-10416,2024-07-29,경기도보건환경연구원북부지원-11490,2024-08-02,2024-08-02,대기환경팀(B),조의호,,,,,,경기 의정부시 청사로 1 경기도청 북부청사,,,,2024-07-29,경기 구리시 경춘로 10 (교문동),0,,0,1
,2792400217-01,2024-07-29,실내공기질/실내공기질/기존공동주택,동구릉역,동구릉역 집수정,경기도,경기도 철도건설과,,결과승인완료,0,,,,,2024-08-02,관원,,,상기실험확인함,철도건설과-10416,2024-07-29,경기도보건환경연구원북부지원-11490,2024-08-02,2024-08-02,대기환경팀(B),조의호,,,,,,경기 의정부시 청사로 1 (신곡동),,,,2024-07-29,구리시 인창동 679-8,0,,0,1
,2792400218-01,2024-07-29,실내공기질/실내공기질/기존공동주택,다산역,다산역 집수정,경기도,경기도 철도건설과,,결과승인완료,0,,,,,2024-08-02,관원,,,상기실험확인함,철도건설과-10416,2024-07-29,경기도보건환경연구원북부지원-11490,2024-08-02,2024-08-02,대기환경팀(B),조의호,,,,,,경기 의정부시 청사로 1 (신곡동),,,,2024-07-29,남양주시 다산동 5841-2,0,,0,1
,2792400220-01,2024-07-31,실내공기질/실내공기질/가,아론PC방청학점,입구,남양주시,남양주시장,,결과승인완료,1,이산화탄소,,,,2024-08-13,관원,,,부적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-12484,2024-08-21,2024-08-13,대기환경팀(B),김찬혁,,,,,PC방,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-31,경기 남양주시 별내면 청학로68번길 3,10,2024-08-13,0,4
,2792400220-02,2024-07-31,실내공기질/실내공기질/가,아론PC방청학점,내부 음수대,남양주시,남양주시장,,결과승인완료,1,이산화탄소,,,,2024-08-13,관원,,,부적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-12484,2024-08-21,2024-08-13,대기환경팀(B),김찬혁,,,,,PC방,경기 남양주시 경춘로 1037 (금곡동),,,,2024-07-31,경기 남양주시 별내면 청학로68번길 3,10,2024-08-13,0,4
,2792400221-01,2024-08-01,실내공기질/실내공기질/나,햇빛스마트요양원,1층로비,남양주시,남양주시장,,결과승인완료,1,폼알데하이드,,,,2024-08-13,관원,,,부적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-12080,2024-08-13,2024-08-13,대기환경팀(B),김찬혁,,,,,요양원,경기 남양주시 경춘로 1037 (금곡동),,,,2024-08-01,경기 남양주시 진접읍 봉현로59번길 19,10,2024-08-14,0,5
,2792400221-02,2024-08-01,실내공기질/실내공기질/나,햇빛스마트요양원,4층로비,남양주시,남양주시장,,결과승인완료,0,,,,,2024-08-13,관원,,,부적합,기후에너지과-3067,2024-01-18,경기도보건환경연구원북부지원-12080,2024-08-13,2024-08-13,대기환경팀(B),김찬혁,,,,,요양원,경기 남양주시 경춘로 1037 (금곡동),,,,2024-08-01,경기 남양주시 진접읍 봉현로59번길 19,10,2024-08-14,0,5
,2792400222-01,2024-07-31,실내공기질/실내공기질/나,VIP보명요양원,1층로비,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-13,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-12056,2024-08-13,2024-08-13,대기환경팀(B),김찬혁,,,,,요양원,경기도 의정부시 시민로 1,,,,2024-07-31,경기 의정부시 능곡로26번길 49 (신곡동),10,2024-08-13,0,5
,2792400222-02,2024-07-31,실내공기질/실내공기질/나,VIP보명요양원,2층 프로그램실,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-13,관원,,,적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-12056,2024-08-13,2024-08-13,대기환경팀(B),김찬혁,,,,,요양원,경기도 의정부시 시민로 1,,,,2024-07-31,경기 의정부시 능곡로26번길 49 (신곡동),10,2024-08-13,0,5
,2792400223-01,2024-07-29,대기및악취/지도점검/대 기,,15-7-8,포천시,포천시장,,결과승인완료,0,,,,,2024-08-08,관원,,,적합,환경지도과-2980,2024-08-07,경기도보건환경연구원북부지원-11805,2024-08-08,2024-08-08,대기환경팀(B),김찬혁,,,,,제재시설,경기도 포천시 중앙로 87,,,,2024-07-29,,20,2024-08-26,0,2
,2792400223-02,2024-07-30,대기및악취/지도점검/대 기,,15-7-9,포천시,포천시장,,결과승인완료,0,,,,,2024-08-08,관원,,,적합,환경지도과-2980,2024-08-07,경기도보건환경연구원북부지원-11805,2024-08-08,2024-08-08,대기환경팀(B),김찬혁,,,,,건조시설,경기도 포천시 중앙로 87,,,,2024-07-30,,20,2024-08-27,0,2
,2792400223-03,2024-08-01,대기및악취/지도점검/대 기,,15-8-1,포천시,포천시장,,결과승인완료,0,,,,,2024-08-08,관원,,,적합,환경지도과-2980,2024-08-07,경기도보건환경연구원북부지원-11805,2024-08-08,2024-08-08,대기환경팀(B),김찬혁,,,,,도장시설,경기도 포천시 중앙로 87,,,,2024-08-01,,20,2024-08-29,0,2
,2792400223-04,2024-08-01,대기및악취/지도점검/대 기,,15-8-2,포천시,포천시장,,결과승인완료,0,,,,,2024-08-08,관원,,,적합,환경지도과-2980,2024-08-07,경기도보건환경연구원북부지원-11805,2024-08-08,2024-08-08,대기환경팀(B),김찬혁,,,,,도장시설,경기도 포천시 중앙로 87,,,,2024-08-01,,20,2024-08-29,0,2
,2792400224-01,2024-08-08,실내공기질/실내공기질/나,로하스일산병원,4층 복도,고양시,고양시장,,결과승인완료,0,,,,,2024-08-21,관원,,,적합,기후에너지과-3218,2024-01-18,경기도보건환경연구원북부지원-12509,2024-08-21,2024-08-21,대기환경팀(B),위효빈,,,,,의료기관,경기도 고양시 덕양구 고양시청로 10,,,,2024-08-08,경기 고양시 일산서구 일중로 59 (일산동) 로하스일산병원,10,2024-08-22,0,5
,2792400224-02,2024-08-08,실내공기질/실내공기질/나,로하스일산병원,8층 복도,고양시,고양시장,,결과승인완료,0,,,,,2024-08-21,관원,,,적합,기후에너지과-3218,2024-01-18,경기도보건환경연구원북부지원-12509,2024-08-21,2024-08-21,대기환경팀(B),위효빈,,,,,의료기관,경기도 고양시 덕양구 고양시청로 10,,,,2024-08-08,경기 고양시 일산서구 일중로 59 (일산동) 로하스일산병원,10,2024-08-22,0,5
,2792400225-01,2024-08-08,실내공기질/실내공기질/나,일산시티요양원,정문 앞,고양시,고양시장,,결과승인완료,0,,,,,2024-08-21,관원,,,적합,기후에너지과-3218,2024-01-18,경기도보건환경연구원북부지원-12509,2024-08-21,2024-08-21,대기환경팀(B),위효빈,,,,,노인요양시설,경기도 고양시 덕양구 고양시청로 10,,,,2024-08-08,경기 고양시 일산서구 원일로 69 (일산동) 일산시티요양원,10,2024-08-22,0,5
,2792400225-02,2024-08-08,실내공기질/실내공기질/나,일산시티요양원,특별실,고양시,고양시장,,결과승인완료,0,,,,,2024-08-21,관원,,,적합,기후에너지과-3218,2024-01-18,경기도보건환경연구원북부지원-12509,2024-08-21,2024-08-21,대기환경팀(B),위효빈,,,,,노인요양시설,경기도 고양시 덕양구 고양시청로 10,,,,2024-08-08,경기 고양시 일산서구 원일로 69 (일산동) 일산시티요양원,10,2024-08-22,0,5
,2792400226-01,2024-07-30,실내공기질/실내공기질/신축공동주택,더샵 리듬시티,102동 204호,의정부시,의정부시장,,결과승인완료,0,,,,,2024-08-12,관원,,,상기실험확인함,환경관리과-1524,2024-01-19,경기도보건환경연구원북부지원-11935,2024-08-12,2024-08-12,대기환경팀(B),조의호,,,,,,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-07-30,의정부시 문화로 66,0,,0,9
